LFQ intensity Mel11	LFQ intensity Mel13	LFQ intensity Mel3	LFQ intensity Nev8	LFQ intensity Nev11	LFQ intensity Mel12	LFQ intensity Nev12	LFQ intensity Mel10	LFQ intensity Mel8	LFQ intensity Nev14	LFQ intensity Nev5	LFQ intensity Nev7	LFQ intensity Mel4	LFQ intensity Nev2	LFQ intensity Mel9	LFQ intensity Nev10	LFQ intensity Nev4	LFQ intensity Mel14	LFQ intensity Mel1	LFQ intensity Nev9	LFQ intensity Mel2	LFQ intensity Nev13	LFQ intensity Mel5	LFQ intensity Mel6	LFQ intensity Nev1	LFQ intensity Nev3	LFQ intensity Mel7	LFQ intensity Nev6	Library indices	Majority library index	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	iBAQ peptides	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id
13.1327180862427	13.3744964599609	14.3196020126343	14.6423902511597	13.3702783584595	14.9604091644287	13.5560827255249	14.9353952407837	12.6791286468506	13.9729490280151	13.0632600784302	14.011402130127	14.0929222106934	13.9062051773071	14.4728174209595	14.3129415512085	15.1396312713623	12.0948696136475	13.3144969940186	14.5143442153931	13.3014230728149	12.2241687774658	15.0998411178589	15.8099937438965	11.7199468612671	13.4398307800293	13.9220266342163	13.1680135726929	0	0				9606	6	6	5	3.3	3.3	2.8	225.5	0	12.479	790620	58	59	F5GWT4;Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;F6UYG0;A0A6Q8PFM0;Q9H4A3-4;H0YH68	F5GWT4;Q9H4A3-2;Q9H4A3;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;F6UYG0;A0A6Q8PFM0;Q9H4A3-4	Serine/threonine-protein kinase WNK1	WNK1	1608
12.8549833297729	15.2753973007202	16.204761505127	13.5572099685669	14.0410461425781	14.9185838699341	13.2689151763916	13.9054651260376	14.110728263855	13.3157997131348	10.9986791610718	14.2783765792847	13.7630052566528	14.1467275619507	14.6533489227295	12.5034112930298	15.3848171234131	15.5402488708496	13.6237173080444	14.6375303268433	13.9698362350464	11.5975904464722	14.552529335022	13.0639009475708	13.2841138839722	15.5924282073975	14.6558656692505	14.2996377944946	0	0				9606	5	5	5	22	22	22	25.383	0.00047529	8.9447	652440	14	54	F5GXJ1;O75251-2;F5H5N1;O75251	F5GXJ1;O75251-2;F5H5N1;O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	NDUFS7	1612
12.8561277389526	17.1946029663086	17.0289630889893	12.8941192626953	12.5489625930786	17.0921783447266	15.4092254638672	17.8364562988281	16.3228969573975	16.2502250671387	13.1729583740234	14.2703142166138	16.5872497558594	17.3984088897705	16.7675895690918	16.5242195129395	16.335599899292	17.117561340332	16.5157928466797	17.0574836730957	15.8340511322021	11.9081573486328	17.6213512420654	18.4675426483154	15.3204832077026	18.817907333374	17.3248310089111	13.6832027435303	0	0				9606	4	4	4	47.1	47.1	47.1	9.5541	0	9.3775	4576200	6	71	F5GXX5;P61803;F5H895;A0A0B4J239	F5GXX5;P61803;F5H895;A0A0B4J239	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	1614
14.3871421813965	15.8286323547363	15.6493406295776	15.395299911499	13.8513793945313	14.0227146148682	13.1224660873413	16.9099407196045	12.1877632141113	14.934796333313	12.351490020752	15.8014307022095	16.2087097167969	17.2155132293701	15.6888513565063	13.6328563690186	16.0988960266113	16.6390571594238	13.0640449523926	15.0328207015991	15.2711715698242	12.6956214904785	16.506664276123	15.3765659332275	13.2952260971069	16.4070510864258	13.1167631149292	14.8005456924438	0	0				9606	7	7	7	40.1	40.1	40.1	21.306	0	15.758	2273400	11	74	F5H7C6;F5GYF7;F5H248;Q9UBW8;F5H4U8	F5H7C6;F5GYF7;F5H248;Q9UBW8	COP9 signalosome complex subunit 7a	COPS7A	1615
12.4042921066284	14.5836114883423	17.6466007232666	16.0127983093262	15.0709171295166	16.03537940979	12.5412178039551	15.9981937408447	12.0403003692627	15.8999700546265	13.012713432312	16.8694248199463	16.2972927093506	16.504524230957	14.583553314209	15.9470891952515	15.5359439849854	14.1112394332886	13.0617761611938	12.757119178772	16.1500453948975	13.1261167526245	15.9568529129028	15.3839063644409	14.8061971664429	17.0702266693115	16.0796508789063	15.4557123184204	0	0				9606	3	3	3	12.2	12.2	12.2	25.275	0.00064412	5.4409	2262900	13	55	F5GYG5;Q9Y3B8;H0YG54;H0YGR4;Q9Y3B8-2;Q9Y3B8-3;F5H7P1;Q9BTR4;F5H6P8;F5H784	F5GYG5;Q9Y3B8;H0YG54;H0YGR4;Q9Y3B8-2;Q9Y3B8-3	Oligoribonuclease, mitochondrial	REXO2	1616
12.7663803100586	18.0340785980225	18.0026721954346	17.0890789031982	16.6649742126465	16.9065380096436	15.8969945907593	18.3021125793457	15.9761390686035	16.6771411895752	14.378701210022	17.0061283111572	17.2881622314453	17.6437854766846	17.2577381134033	16.8940353393555	17.5488662719727	17.5609302520752	16.6494808197021	16.627420425415	17.0561084747314	11.8458824157715	17.5373859405518	17.9817008972168	16.1932563781738	18.3320198059082	17.847204208374	16.6372184753418	0	0				9606	7	7	7	34.9	34.9	34.9	28.05	0	16.414	13192000	13	139	F5GYN4;Q96FW1;F5H6Q1;F5GYJ8;F5H3F0;Q96FW1-2	F5GYN4;Q96FW1;F5H6Q1;F5GYJ8	Ubiquitin thioesterase OTUB1	OTUB1	1618
16.4468727111816	18.4209880828857	17.2651748657227	14.3621492385864	12.2548685073853	17.3832988739014	12.6477212905884	18.5588760375977	17.0900096893311	15.1114206314087	11.9291744232178	14.0894508361816	13.2088088989258	15.9712743759155	16.7627964019775	13.3216381072998	13.0876302719116	16.9051284790039	16.4819412231445	14.8084115982056	16.616548538208	12.5005140304565	17.3598175048828	18.2077198028564	13.2277364730835	18.1753845214844	13.2558069229126	13.033896446228	0	0				9606	7	7	7	23.5	23.5	23.5	44.659	0	16.419	6034500	17	86	F5GYQ1;P61421;J3QL14;H3BQJ1;H3BQB4;H3BSG7	F5GYQ1;P61421;J3QL14	V-type proton ATPase subunit d 1	ATP6V0D1	1619
21.9425640106201	22.5224342346191	22.6244201660156	21.503438949585	22.066577911377	22.1411781311035	21.9647617340088	22.5992336273193	21.6820030212402	22.2404537200928	21.0074443817139	22.3154525756836	22.6218070983887	22.7698554992676	22.0788097381592	22.4156284332275	22.8566761016846	22.2491626739502	21.68701171875	22.2238502502441	22.1618022918701	19.6099643707275	22.6828174591064	22.4193382263184	21.7621479034424	22.9151000976563	23.0689907073975	22.298828125	0	0				9606	8	8	8	79.2	79.2	79.2	16.841	0	18.789	352460000	9	231	F5H265;P0CG48;F5GYU3;Q96C32;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;P0CG47;M0R1V7;M0R2S1;M0R1M6;F5GZ39;J3QSA3	F5H265;P0CG48;F5GYU3;Q96C32;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P62979;P0CG47;M0R1V7;M0R2S1;M0R1M6;F5GZ39;J3QSA3	Polyubiquitin-C;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin	UBC;UBB;RPS27A;UBA52	1632
15.0072021484375	16.9753322601318	16.539945602417	16.7901706695557	16.6198482513428	16.8790321350098	16.190055847168	18.1955165863037	15.7604856491089	16.1293640136719	14.6349811553955	16.6245670318604	17.5998687744141	17.3026027679443	16.2050685882568	16.8747177124023	17.4035778045654	16.9663486480713	15.0144567489624	16.3660316467285	16.4813575744629	11.5024003982544	16.9938011169434	16.3387889862061	15.8004446029663	17.8981761932373	17.4005794525146	16.3580665588379	0	0				9606	26	26	26	28.6	28.6	28.6	99.719	0	58.534	24090000	52	458	V9GYY3;F5H2F4;P11586;A0A8V8TL50;A0A8V8TMA4;A0A8V8TKT4;V9GZ78;A0A8V8TKR5;A0A494C1T2;A0A8V8TKS0;A0A8V8TL46;A0A8V8TMA9;A0A8C8UXK2	V9GYY3;F5H2F4;P11586;A0A8V8TL50;A0A8V8TMA4;A0A8V8TKT4;V9GZ78;A0A8V8TKR5;A0A494C1T2;A0A8V8TKS0	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	MTHFD1	1635
13.2992000579834	17.0843105316162	17.1402111053467	17.1374111175537	13.3361253738403	13.3640909194946	16.624137878418	16.7294616699219	17.6461086273193	17.0679168701172	11.6310930252075	16.5566253662109	15.5253372192383	17.5779895782471	16.7538166046143	17.5712642669678	16.5959129333496	16.3922672271729	16.4366302490234	16.6923427581787	12.5652341842651	12.9028491973877	13.3412199020386	17.6922740936279	15.138391494751	17.8424243927002	17.1418075561523	16.6798915863037	0	0				9606	2	2	2	23.9	23.9	23.9	9.792	0.00059791	4.7832	4126800	6	59	F5H2R5;F5H6Q0;F5H3P3;H0YGX7;P52566	F5H2R5;F5H6Q0;F5H3P3;H0YGX7;P52566	Rho GDP-dissociation inhibitor 2	ARHGDIB	1637
15.1101160049438	15.9071254730225	15.6714859008789	14.9319381713867	14.1974468231201	14.4077320098877	13.1978607177734	16.2911529541016	14.6346979141235	14.5821418762207	15.4693555831909	14.897608757019	15.3950653076172	16.5808906555176	15.589241027832	15.457893371582	15.8172588348389	15.6798372268677	13.0961904525757	15.1920614242554	15.4353122711182	10.9622554779053	16.6870193481445	16.2921962738037	12.0085458755493	16.1040668487549	15.3391885757446	14.8665065765381	0	0				9606	10	10	8	16	16	12.8	82.968	0	21.762	3241900	37	136	F5H365;Q15436;Q15436-2;G3V5X8;G3V4Q2;G3V4V1;G3V1W4;G3V3G5;G3V2R6;A0A2R8YF30;G3V5K1;A0A2R8Y633;A0A2R8Y7S7	F5H365;Q15436;Q15436-2	Protein transport protein Sec23A	SEC23A	1640
13.6312351226807	14.9475002288818	15.4984445571899	12.8438997268677	13.2799520492554	13.4942302703857	13.9164905548096	14.1339101791382	13.0685768127441	12.7398462295532	12.3136215209961	13.7136011123657	14.8551120758057	14.0009679794312	13.1048898696899	13.2627553939819	13.9849519729614	13.0126581192017	12.8316631317139	12.3672780990601	15.18665599823	13.070366859436	15.2811326980591	14.1068897247314	12.4901752471924	13.5816717147827	15.2674083709717	13.1579151153564	0	0				9606	7	7	7	7.6	7.6	7.6	110.69	0	12.285	484660	47	52	F5H3Y4;Q8IY37	F5H3Y4;Q8IY37	Probable ATP-dependent RNA helicase DHX37	DHX37	1643
13.064136505127	14.9688014984131	15.9330911636353	14.5532693862915	13.7197093963623	15.5724039077759	13.8004369735718	14.9392576217651	14.4196968078613	12.9245634078979	12.1682720184326	13.5646991729736	16.062572479248	15.5170850753784	13.9517955780029	13.5217542648315	13.4583683013916	14.9930267333984	13.9074544906616	13.9898376464844	15.0106592178345	12.6816577911377	15.2584190368652	15.1399507522583	12.5713968276978	15.8796548843384	13.28209400177	12.6296396255493	0	0				9606	5	5	5	14.8	14.8	14.8	40.917	0	10.137	911750	18	57	F5H442;Q99816;Q99816-2;J3QRU6;J3QKS4	F5H442;Q99816;Q99816-2	Tumor susceptibility gene 101 protein	TSG101	1644
15.80846118927	17.6674728393555	18.0355834960938	15.5796699523926	13.9082126617432	16.8975849151611	14.8443622589111	18.2955799102783	16.1364898681641	14.7205114364624	12.5520133972168	15.7405977249146	16.5555477142334	15.8142318725586	16.1934680938721	13.4992074966431	15.7248601913452	15.4720878601074	15.6349811553955	14.6078500747681	17.1208057403564	12.7127246856689	17.172700881958	18.0955829620361	13.317271232605	18.1746044158936	16.6275615692139	13.2505617141724	0	0				9606	7	5	5	18.4	15.6	15.6	45.374	0	10.748	5475800	14	80	P55209;F8W020;P55209-2;F8W0J6;H0YIV4;F5H4R6;F8VY35;B7Z9C2;H0YHC3;F8VV59;F8VUX1;F8VXI6;F8W118;H0YH88;F8VRJ2;F8W543;P55209-3;F8VVB5	P55209;F8W020;P55209-2;F8W0J6;H0YIV4;F5H4R6;F8VY35;B7Z9C2;H0YHC3;F8VV59;F8VUX1;F8VXI6;F8W118;H0YH88;F8VRJ2;F8W543;P55209-3;F8VVB5	Nucleosome assembly protein 1-like 1	NAP1L1	1645
15.7530603408813	18.3028717041016	18.6188793182373	17.6224956512451	17.4843196868896	18.0840511322021	16.5853004455566	18.3409976959229	16.7027950286865	16.6616382598877	12.4220180511475	17.7878131866455	18.6914577484131	18.4059066772461	17.7836627960205	17.7010364532471	18.0207958221436	18.2403259277344	16.8424243927002	17.0519733428955	18.086540222168	11.6622562408447	18.4924793243408	17.7742328643799	15.9358329772949	19.0293674468994	18.7395496368408	16.9040699005127	0	0				9606	10	10	10	29.7	29.7	29.7	41.265	0	21.546	11720000	19	163	F5H669;Q8N684-2;Q8N684;Q8N684-3;F5H6M0;F5H047;J3QT54;C9J286;C9J323;C9JM38;F5H5B7;F5H1W4;F5H2K8;F5H6P5;F5H6A8;F5GXA3	F5H669;Q8N684-2;Q8N684;Q8N684-3;F5H6M0;F5H047;J3QT54	Cleavage and polyadenylation specificity factor subunit 7	CPSF7	1653
14.1885118484497	15.0499334335327	15.4215717315674	13.0746870040894	13.1620836257935	13.9752235412598	13.7931146621704	15.7149429321289	14.9367761611938	14.7757129669189	12.3814172744751	13.618727684021	14.7765874862671	14.030797958374	16.2985095977783	13.5885725021362	15.3127412796021	15.1239194869995	13.968936920166	12.9566698074341	15.0481033325195	12.7878522872925	15.5175466537476	15.8025159835815	12.3378276824951	15.3404064178467	15.5677480697632	12.168927192688	0	0				9606	7	7	7	15	15	15	60.541	0	15.736	1411700	26	74	Q6DD88;F5H6I7;F5GWF8	Q6DD88;F5H6I7;F5GWF8	Atlastin-3	ATL3	1658
13.727388381958	14.583083152771	14.9423770904541	12.1056470870972	13.5334510803223	13.5848455429077	13.098295211792	14.7715406417847	12.4508619308472	13.8988084793091	11.9234857559204	12.8250980377197	13.7891263961792	13.622166633606	14.3342037200928	12.5586204528809	14.3215055465698	14.8941068649292	13.1092443466187	12.8521699905396	13.4843196868896	11.7310876846313	16.8059959411621	15.3278331756592	12.4996461868286	15.0915184020996	14.9423770904541	12.8734073638916	0	0				9606	3	3	3	35.1	35.1	35.1	8.2139	0.00039154	7.0798	860230	3	56	G3V1U5;F5H6U7;Q9Y3E0	G3V1U5;F5H6U7;Q9Y3E0	Vesicle transport protein GOT1B	GOLT1B	1659
16.4632205963135	16.9795818328857	17.1321983337402	15.7408084869385	12.7933311462402	12.9664258956909	13.1005859375	18.4754409790039	15.9391889572144	12.9299249649048	11.7604732513428	12.9697122573853	12.2186012268066	16.6585750579834	16.1786060333252	13.3711881637573	13.2842702865601	13.5580902099609	15.4728813171387	13.1398611068726	16.5375366210938	11.662576675415	16.62841796875	17.349401473999	12.591835975647	13.2789869308472	13.5408172607422	15.5123701095581	0	0				9606	12	12	12	7.6	7.6	7.6	174.45	0	19.178	3617700	80	64	F5H7S7;Q13576;D6R939;Q13576-3;Q13576-2;E9PDT6	F5H7S7;Q13576;D6R939	Ras GTPase-activating-like protein IQGAP2	IQGAP2	1661
14.6673336029053	15.9542188644409	15.0978679656982	14.4640989303589	15.095067024231	15.1196708679199	12.8467311859131	16.2388343811035	13.2243337631226	14.3789043426514	12.8332490921021	13.3594751358032	16.2169170379639	15.9730243682861	15.0746850967407	14.8201789855957	15.6422777175903	15.5908794403076	13.7876987457275	14.6864461898804	15.8457841873169	13.607816696167	16.7754554748535	15.5452356338501	13.1282358169556	15.8940124511719	16.2812957763672	14.8341255187988	0	0				9606	6	6	6	10	10	10	66.013	0	10.2	1813500	28	79	F5H8D7;P18887;M0QYS5;M0QZ96;M0R0D2;M0R1U8	F5H8D7;P18887	DNA repair protein XRCC1	XRCC1	1662
15.7553834915161	13.1650915145874	16.7876224517822	12.8287105560303	13.4486961364746	12.5224533081055	14.5007171630859	17.0480403900146	15.9027280807495	13.4449911117554	12.924750328064	12.5650987625122	15.8476686477661	13.1647434234619	16.40207862854	14.4619369506836	16.1146564483643	15.8437490463257	12.5176763534546	12.9312267303467	16.3069343566895	11.5984792709351	16.7092723846436	14.2883634567261	14.9297208786011	16.7311859130859	17.3652114868164	15.3366804122925	0	0				9606	2	2	2	20	20	20	15.397	0.0005933	4.7633	2624700	9	52	F6RFD5;P60981-2;P60981	F6RFD5;P60981-2;P60981	Destrin	DSTN	1666
16.921028137207	18.336254119873	15.5903825759888	15.1895933151245	13.7102680206299	17.2643508911133	15.1189002990723	18.0317649841309	16.7866020202637	15.2820749282837	13.7935018539429	13.9345197677612	15.4089269638062	16.4570922851563	16.1578197479248	13.5397663116455	14.7448863983154	16.649621963501	15.715425491333	15.2633790969849	16.49094581604	11.9320507049561	18.0779113769531	18.9691905975342	13.5842580795288	18.8221473693848	16.062614440918	12.4055547714233	0	0				9606	7	7	7	13.1	13.1	13.1	56.374	0	15.289	8436300	22	134	H7C3P4;F6S8M0;P15586-2;P15586;H0YFA9;F5H4C6	H7C3P4;F6S8M0;P15586-2;P15586;H0YFA9;F5H4C6	N-acetylglucosamine-6-sulfatase	GNS	1667
14.6547479629517	17.2940101623535	17.5631656646729	16.1662406921387	16.3234062194824	16.9072418212891	15.4877777099609	17.1526412963867	15.3452320098877	16.504430770874	14.7952280044556	16.712230682373	17.3561248779297	17.632682800293	16.5192527770996	17.2509098052979	17.1164455413818	16.9067726135254	16.4637470245361	16.2106704711914	16.8169078826904	12.7180223464966	17.0297183990479	16.8804683685303	15.8335075378418	17.5520992279053	16.9189338684082	16.8160343170166	0	0				9606	8	8	8	28.8	28.8	28.8	26.626	0	17.95	6313000	14	136	F6S8N6;A0A3F2YNX8;P22061;P22061-2;F8WDT3;F8WAV5;F8WAX2;C9J0F2;H7C4X2	F6S8N6;A0A3F2YNX8;P22061;P22061-2	Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	1668
12.7233839035034	14.3743600845337	13.8200788497925	12.7022542953491	14.8172836303711	13.4952878952026	11.8619594573975	16.2693824768066	14.3121032714844	13.5854320526123	12.6792821884155	13.6422777175903	16.7681064605713	13.4225091934204	13.235954284668	12.8493461608887	14.0905256271362	13.9521951675415	12.9489412307739	14.0414876937866	13.8134803771973	11.6015281677246	13.7491846084595	15.5909967422485	12.2096767425537	15.0733470916748	14.4228534698486	13.0226621627808	0	0				9606	3	3	3	18.4	18.4	18.4	19.913	0.00071023	6.3537	755240	11	65	G3V5Y4;F6S9Y6;G3V524;G3V2Q5;Q9NZ32;G3V4K6;V9GYX7	G3V5Y4;F6S9Y6;G3V524;G3V2Q5;Q9NZ32	Actin-related protein 10	ACTR10	1669
15.2806615829468	16.0284233093262	16.3795146942139	13.6328811645508	13.9787998199463	15.7514133453369	14.0178527832031	16.6500415802002	14.9853086471558	14.3498344421387	12.043607711792	13.6371335983276	14.4369068145752	15.0704565048218	15.825629234314	13.3564214706421	15.0574417114258	16.1003341674805	12.6262426376343	14.0958089828491	15.6925611495972	13.1442556381226	16.3838558197021	16.8005714416504	14.0699529647827	15.8803005218506	16.7310543060303	14.4681148529053	0	0				9606	7	7	7	16.3	16.3	16.3	52.175	0	15.321	2090200	24	102	F6T1Q0;Q6L8Q7-2;Q6L8Q7	F6T1Q0;Q6L8Q7-2;Q6L8Q7	2,5-phosphodiesterase 12	PDE12	1670
15.4005460739136	16.4545555114746	16.105152130127	15.1728963851929	15.0913524627686	16.5439224243164	13.5301685333252	16.9156684875488	15.4674463272095	15.2705144882202	14.0798177719116	15.5302543640137	15.908392906189	17.2265625	16.2579402923584	15.3223857879639	16.7258720397949	15.7305765151978	15.3617038726807	15.6863641738892	16.3121738433838	12.1605024337769	16.7622776031494	17.0752487182617	13.0383739471436	17.2768516540527	16.5154075622559	14.6443634033203	0	0				9606	5	5	5	14.3	14.3	14.3	42.78	0	11.113	2806200	15	98	Q53T59;F6TR53;B5MC96	Q53T59;F6TR53;B5MC96	HCLS1-binding protein 3	HS1BP3	1671
15.1608953475952	16.1714496612549	18.8217124938965	17.6595497131348	16.3549900054932	17.0895957946777	15.9808311462402	18.1494693756104	16.0365600585938	16.6831874847412	15.5354881286621	17.611442565918	18.4417610168457	17.468656539917	16.0349273681641	17.1463890075684	17.2611408233643	16.9714088439941	17.359302520752	16.6685810089111	16.5924415588379	11.6232995986938	17.3424739837646	17.4563541412354	15.6442222595215	18.7207717895508	17.6907749176025	16.9005374908447	0	0				9606	3	3	3	25.3	25.3	25.3	16.219	0.0003992	7.1734	7528600	6	97	H7C3I1;F6VDH7;Q8IZP2;P50502;Q8NFI4	H7C3I1;F6VDH7;Q8IZP2;P50502;Q8NFI4	Putative protein FAM10A4;Hsc70-interacting protein;Putative protein FAM10A5	ST13;ST13P4;ST13P5	1673
16.0779628753662	17.5812301635742	18.3101692199707	15.3786678314209	15.0686941146851	16.9691619873047	13.7166786193848	17.5725231170654	15.3807992935181	16.4066867828369	12.2768211364746	16.0899257659912	18.3557815551758	13.4931030273438	12.1942167282104	14.0063638687134	13.4611654281616	16.8056182861328	16.2977409362793	15.649284362793	16.2068424224854	12.2061386108398	16.9037170410156	17.4130325317383	12.1768426895142	18.2243976593018	16.8127784729004	15.8228445053101	0	0				9606	3	3	3	11.2	11.2	11.2	31.904	0.00039936	7.1798	4217100	13	56	F6WQW2;P43487-2;P43487;C9JXG8;C9JJ34;C9JDM3;C9JGV6;C9JIC6	F6WQW2;P43487-2;P43487;C9JXG8;C9JJ34;C9JDM3;C9JGV6	Ran-specific GTPase-activating protein	RANBP1	1674
15.5692329406738	16.8580532073975	17.57688331604	16.5947036743164	16.4939651489258	17.0742034912109	15.5192985534668	17.9174194335938	15.7325115203857	16.504508972168	15.0372896194458	16.4850273132324	17.2295703887939	17.5632400512695	16.043155670166	16.7618885040283	17.3943119049072	16.9573059082031	14.7098379135132	16.4763660430908	17.2127628326416	11.1318292617798	17.175724029541	17.0138893127441	15.600435256958	18.4988021850586	17.5909080505371	16.4609832763672	0	0				9606	39	39	29	18.8	18.8	14.8	242.98	0	80.517	21789000	103	544	P27708;F8VPD4;H7C2E4	P27708;F8VPD4	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	1676
15.2758331298828	15.9416437149048	16.5018692016602	15.3696994781494	14.0814933776855	15.7782821655273	13.9216041564941	17.1916179656982	14.8017587661743	13.8532123565674	12.0462474822998	13.0807800292969	16.7400436401367	14.8967580795288	15.5819063186646	13.6289710998535	14.7626209259033	15.7599925994873	13.9757585525513	13.5953273773193	15.6528730392456	12.7287130355835	16.650182723999	16.5959568023682	13.4696416854858	16.0508060455322	16.3153972625732	12.0831079483032	0	0				9606	3	3	3	11.7	11.7	11.7	33.408	0.00039093	7.0743	1756700	19	62	F8VS81;Q12792-4;Q12792;Q12792-3	F8VS81;Q12792-4;Q12792;Q12792-3	Twinfilin-1	TWF1	1681
12.6519536972046	16.0840187072754	18.0691242218018	15.5468044281006	13.1765928268433	13.4582548141479	13.4062576293945	17.831579208374	15.7115859985352	12.1876611709595	11.6633205413818	15.3205184936523	15.7953042984009	14.8985538482666	12.8821105957031	14.7884120941162	13.4067544937134	18.6839752197266	13.4023456573486	13.2765512466431	15.4848232269287	12.5356569290161	16.2132949829102	13.7397985458374	12.0777864456177	16.2234172821045	15.7802324295044	12.8238887786865	0	0				9606	3	3	3	9.9	9.9	9.9	19.814	0.000392	7.0827	3258500	10	51	F8VU90;Q9NYL4-2;Q9NYL4;H0YHM7	F8VU90;Q9NYL4-2;Q9NYL4	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase FKBP11	FKBP11	1685
14.7896356582642	16.4579410552979	16.5883769989014	16.1125812530518	15.7260847091675	15.9531507492065	16.2471675872803	16.3517322540283	15.0374612808228	15.3308115005493	15.4256744384766	17.2873516082764	16.0828971862793	17.0130176544189	15.5364904403687	17.1081981658936	16.8916645050049	16.3321056365967	15.2414245605469	16.5780048370361	15.82301902771	12.4318532943726	16.4520320892334	15.959662437439	15.6465301513672	17.7238750457764	17.0482521057129	16.1886863708496	0	0				9606	16	16	13	13.1	13.1	11.1	136.18	0	24.478	3752100	53	151	F8VXC8;Q8TAQ2-2;Q8TAQ2-3;Q8TAQ2;F8VZW6	F8VXC8;Q8TAQ2-2;Q8TAQ2-3;Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2	1695
12.4891033172607	15.904541015625	16.9611549377441	15.4259700775146	13.8433380126953	15.4954490661621	12.6139793395996	14.8859891891479	14.384446144104	15.1605806350708	11.5784111022949	15.3431854248047	16.6815395355225	16.1256160736084	15.1575441360474	13.5388164520264	15.7702255249023	16.3264122009277	15.3437061309814	14.9470891952515	15.2752513885498	12.4971752166748	16.2468147277832	15.8163833618164	12.3068685531616	17.0593872070313	16.4219493865967	15.4427490234375	0	0				9606	8	2	2	23.4	6.2	6.2	34.95	0.00060205	4.7999	1848100	16	53	F8VYE8;P36873;P36873-2;F8VR82;F8W0W8;A0A087WYY5	F8VYE8;P36873;P36873-2;F8VR82;F8W0W8;A0A087WYY5	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	1700
13.4152393341064	16.7380657196045	15.5500555038452	12.5915756225586	14.6783246994019	16.0567855834961	12.6320009231567	15.8521881103516	15.9968042373657	15.4279670715332	12.9025173187256	15.7436771392822	15.286810874939	16.8844089508057	13.5838632583618	14.5103912353516	13.9485988616943	16.996452331543	12.7530851364136	14.1203908920288	15.7000875473022	11.4237298965454	16.535457611084	13.6029424667358	12.5971126556396	17.4103031158447	17.1484756469727	13.3509845733643	0	0				9606	5	4	4	24.3	20.9	20.9	29.224	0.00043403	7.966	2506300	17	56	F8W031;F8VXJ7;Q9Y2B0;F8W1K5;F8VP03;H0YIH9;H0YI18;F8W1U5;Q9Y2B0-2	F8W031;F8VXJ7;Q9Y2B0	Protein canopy homolog 2	CNPY2	1704
17.3933067321777	19.3221035003662	19.7231750488281	17.2039031982422	17.7048225402832	19.1885299682617	17.6708641052246	19.7235240936279	17.5099754333496	17.6624050140381	13.5533151626587	18.0899047851563	18.0728435516357	18.3222808837891	18.1271686553955	17.9758930206299	18.0700168609619	17.4784069061279	16.7785396575928	17.5739288330078	18.4197540283203	12.6670618057251	18.338171005249	18.4979057312012	16.9873752593994	19.4898948669434	18.7863788604736	17.5903968811035	0	0				9606	12	12	2	56.9	56.9	17.7	25.63	0	26.264	18765000	14	192	F8W1A4;P54819-2;P54819;F8VY04;A0A5K1VW67;P54819-6;P54819-5;F8VZG5;A0A5F9ZHP2;P54819-4;G3V213;F8VPP1;A0A8Q3SHW4	F8W1A4;P54819-2;P54819;F8VY04;A0A5K1VW67;P54819-6;P54819-5;F8VZG5;A0A5F9ZHP2;P54819-4	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	AK2	1706
